Respondent ID,Wealth Planning,Wealth Action Text,Health Planning Text,Health Action Text,Civic Planning Text,Civic Action Text,Work Planning Text,Work Action Text,Gender,Age,Race,Education,Education Group,Income,Employment,Job Role,Region,Wealth Planning,Wealth Action,Health Planning,Health Action,Civic Planning,Civic Action,Work Planning,Work Action,Total Score,Rank Descending,Rank Ascending,Percentile,Wealth,Health,Civic,Work,Planning,Action,Status
6498227469,Sometimes,Usually,Usually,Almost always,Almost always,Almost always,Almost never,Usually,Female,55 to 64,White,Graduated from high school,High school or less,"$75,000-$99,999","Employed, working full-time",Administrative professional,East North Central,2,4,4,5,5,5,0,4,29,711,658.5,0.469017094017094,6,9,10,4,11,18,Data Literate
6498215092,Almost always,Almost always,Almost always,Almost always,Usually,Sometimes,Sometimes,Rarely,Female,65 to 74,White,Some graduate school,Post-graduate,"$100,000-$149,999","Employed, working part-time",Arts / performer,Middle Atlantic,5,5,5,5,4,2,2,1,29,711,658.5,0.469017094017094,10,10,6,3,16,13,Data Literate
6498190600,Almost always,Almost always,Usually,Almost always,Almost always,Sometimes,Sometimes,Rarely,Female,55 to 64,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Owner / executive / management,Mountain,5,5,4,5,5,2,2,1,29,711,658.5,0.469017094017094,10,9,7,3,16,13,Data Literate
6498187374,Almost always,Almost always,Sometimes,Almost always,Almost always,Almost always,Sometimes,Almost never,Female,35 to 44,White,Graduated from college,College-graduate,"$100,000-$149,999","Employed, working part-time",Arts / performer,East North Central,5,5,2,5,5,5,2,0,29,711,658.5,0.469017094017094,10,7,10,2,14,15,Data Literate
6498176056,Almost always,Almost always,Almost never,Usually,Almost always,Almost always,Almost always,Almost never,Female,55 to 64,White,Graduate degree,Post-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",West South Central,5,5,0,4,5,5,5,0,29,711,658.5,0.469017094017094,10,4,10,5,15,14,Data Literate
6498156726,Almost always,Almost always,Sometimes,Almost always,Almost always,Almost always,Sometimes,Almost never,Female,65 to 74,Black or African-American,Some college,Some college,"$25,000-$49,999",Retired,Not employed,South Atlantic,5,5,2,5,5,5,2,0,29,711,658.5,0.469017094017094,10,7,10,2,14,15,Data Literate
6498148729,Usually,Almost always,Almost never,Almost always,Usually,Almost always,Usually,Sometimes,Male,55 to 64,White,Some college,Some college,"$50,000-$74,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",Mountain,4,5,0,5,4,5,4,2,29,711,658.5,0.469017094017094,9,5,9,6,12,17,Data Literate
6498128118,Usually,Almost always,Sometimes,Almost always,Almost always,Almost always,Sometimes,Rarely,Female,25 to 34,White,Some college,Some college,"$0-$24,999","Employed, working full-time",Other (please specify),West South Central,4,5,2,5,5,5,2,1,29,711,658.5,0.469017094017094,9,7,10,3,13,16,Data Literate
6498126225,Usually,Usually,Sometimes,Almost always,Usually,Almost always,Usually,Rarely,Female,25 to 34,White,Some college,Some college,"$0-$24,999","Employed, working full-time",Other (please specify),East South Central,4,4,2,5,4,5,4,1,29,711,658.5,0.469017094017094,8,7,9,5,14,15,Data Literate
6498080137,Sometimes,Almost always,Almost always,Usually,Almost always,Sometimes,Usually,Sometimes,Female,35 to 44,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time",Owner / executive / management,West South Central,2,5,5,4,5,2,4,2,29,711,658.5,0.469017094017094,7,9,7,6,16,13,Data Literate
6498044823,Almost never,Almost always,Almost never,Usually,Almost always,Almost always,Almost always,Almost always,Male,65 to 74,White,Graduated from college,College-graduate,"$75,000-$99,999",Retired,Not employed,East North Central,0,5,0,4,5,5,5,5,29,711,658.5,0.469017094017094,5,4,10,10,10,19,Data Literate
6497966317,Usually,Usually,Sometimes,Almost always,Almost always,Almost always,Sometimes,Sometimes,Female,18 to 24,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time",Administrative professional,West South Central,4,4,2,5,5,5,2,2,29,711,658.5,0.469017094017094,8,7,10,4,13,16,Data Literate
6497911173,Almost always,Almost always,Rarely,Almost never,Usually,Usually,Almost always,Almost always,Female,25 to 34,Native Hawaiian or other Pacific Islander,Graduated from high school,High school or less,"$0-$24,999","Not employed, looking for work",Owner / executive / management,Pacific,5,5,1,0,4,4,5,5,29,711,658.5,0.469017094017094,10,1,8,10,15,14,Data Literate
6497903067,Sometimes,Almost always,Almost always,Almost always,Almost never,Almost always,Sometimes,Almost always,Female,35 to 44,Asian,Graduated from college,College-graduate,"$75,000-$99,999","Employed, working full-time",Other (please specify),Pacific,2,5,5,5,0,5,2,5,29,711,658.5,0.469017094017094,7,10,5,7,9,20,Data Literate
6497887520,Almost always,Almost always,Sometimes,Almost always,Usually,Sometimes,Usually,Sometimes,Female,55 to 64,White,Some graduate school,Post-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",South Atlantic,5,5,2,5,4,2,4,2,29,711,658.5,0.469017094017094,10,7,6,6,15,14,Data Literate
6497860972,Usually,Rarely,Almost always,Almost always,Almost always,Almost always,Sometimes,Sometimes,Female,45 to 54,White,Graduate degree,Post-graduate,"$75,000-$99,999","Employed, working part-time","Licensed professional (MD, CPA, teacher)",Middle Atlantic,4,1,5,5,5,5,2,2,29,711,658.5,0.469017094017094,5,10,10,4,16,13,Data Literate
6497857144,Sometimes,Almost always,Almost always,Almost always,Almost always,Usually,Rarely,Sometimes,Female,45 to 54,Asian,Some graduate school,Post-graduate,"$100,000-$149,999","Employed, working full-time",Other (please specify),Pacific,2,5,5,5,5,4,1,2,29,711,658.5,0.469017094017094,7,10,9,3,13,16,Data Literate
6497857042,Sometimes,Almost always,Almost always,Almost always,Almost always,Rarely,Usually,Sometimes,Female,25 to 34,White,Some college,Some college,"$0-$24,999","Employed, working full-time",Sales / service,East North Central,2,5,5,5,5,1,4,2,29,711,658.5,0.469017094017094,7,10,6,6,16,13,Data Literate
6497852456,Almost always,Almost always,Sometimes,Usually,Almost always,Usually,Sometimes,Sometimes,Female,45 to 54,White,Graduated from college,College-graduate,"$150,000 and up","Employed, working part-time","Licensed professional (MD, CPA, teacher)",Middle Atlantic,5,5,2,4,5,4,2,2,29,711,658.5,0.469017094017094,10,6,9,4,14,15,Data Literate
6497852031,Almost always,Sometimes,Almost always,Almost always,Almost always,Usually,Rarely,Sometimes,Female,45 to 54,White,Some college,Some college,"$0-$24,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",Pacific,5,2,5,5,5,4,1,2,29,711,658.5,0.469017094017094,7,10,9,3,16,13,Data Literate
6497847075,Almost always,Almost always,Usually,Almost always,Almost always,Almost always,Almost never,Almost never,Female,75 or older,White,Some college,Some college,"$50,000-$74,999",Retired,Not employed,Mountain,5,5,4,5,5,5,0,0,29,711,658.5,0.469017094017094,10,9,10,0,14,15,Data Literate
6497842522,Almost always,Almost always,Almost never,Usually,Sometimes,Usually,Almost always,Usually,Male,18 to 24,White,Some college,Some college,"$0-$24,999",Student,Other (please specify),East South Central,5,5,0,4,2,4,5,4,29,711,658.5,0.469017094017094,10,4,6,9,12,17,Data Literate
6497836606,Usually,Almost always,Almost never,Almost always,Usually,Almost always,Almost always,Rarely,Male,35 to 44,White,Some college,Some college,"$100,000-$149,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",East North Central,4,5,0,5,4,5,5,1,29,711,658.5,0.469017094017094,9,5,9,6,13,16,Data Literate
6497824611,Almost never,Usually,Almost always,Usually,Almost always,Almost always,Usually,Sometimes,Female,55 to 64,White,Some college,Some college,"$150,000 and up","Employed, working full-time",Owner / executive / management,Pacific,0,4,5,4,5,5,4,2,29,711,658.5,0.469017094017094,4,9,10,6,14,15,Data Literate
6497821080,Almost always,Almost always,Usually,Usually,Almost always,Usually,Rarely,Rarely,Female,55 to 64,White,Some college,Some college,"$50,000-$74,999","Employed, working part-time",Administrative professional,South Atlantic,5,5,4,4,5,4,1,1,29,711,658.5,0.469017094017094,10,8,9,2,15,14,Data Literate
6497819954,Almost always,Almost always,Sometimes,Almost always,Almost always,Almost always,Sometimes,Almost never,Female,25 to 34,White,Graduated from high school,High school or less,"$25,000-$49,999","Not employed, looking for work",Other (please specify),East South Central,5,5,2,5,5,5,2,0,29,711,658.5,0.469017094017094,10,7,10,2,14,15,Data Literate
6497805177,Usually,Almost always,Rarely,Rarely,Usually,Usually,Almost always,Almost always,Female,25 to 34,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",East South Central,4,5,1,1,4,4,5,5,29,711,658.5,0.469017094017094,9,2,8,10,14,15,Data Literate
6497802213,Usually,Almost always,Sometimes,Almost always,Usually,Usually,Usually,Rarely,Female,25 to 34,White,Graduated from college,College-graduate,"$25,000-$49,999","Not employed, NOT looking for work",Other (please specify),South Atlantic,4,5,2,5,4,4,4,1,29,711,658.5,0.469017094017094,9,7,8,5,14,15,Data Literate
6497796223,Almost always,Almost always,Almost always,Sometimes,Almost always,Usually,Sometimes,Rarely,Female,35 to 44,White,Some college,Some college,"$0-$24,999","Employed, working full-time",Sales / service,East North Central,5,5,5,2,5,4,2,1,29,711,658.5,0.469017094017094,10,7,9,3,17,12,Data Literate
6501031074,Almost never,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost never,Male,35 to 44,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working full-time","Licensed professional (MD, CPA, teacher)",New England,0,5,5,5,5,5,5,0,30,626,737,0.524928774928775,5,10,10,5,15,15,Data Literate
6500536024,Almost always,Almost always,Sometimes,Sometimes,Almost always,Usually,Almost always,Sometimes,Male,35 to 44,White,Graduate degree,Post-graduate,"$100,000-$149,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",East North Central,5,5,2,2,5,4,5,2,30,626,737,0.524928774928775,10,4,9,7,17,13,Data Literate
6500424073,Almost always,Sometimes,Usually,Usually,Almost always,Almost always,Usually,Rarely,Male,25 to 34,White,Some graduate school,Post-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",Pacific,5,2,4,4,5,5,4,1,30,626,737,0.524928774928775,7,8,10,5,18,12,Data Literate
6500090500,Usually,Almost always,Rarely,Almost always,Almost always,Usually,Usually,Sometimes,Male,35 to 44,Black or African-American,Some college,Some college,"$25,000-$49,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",East South Central,4,5,1,5,5,4,4,2,30,626,737,0.524928774928775,9,6,9,6,14,16,Data Literate
6500028611,Almost always,Almost always,Sometimes,Almost always,Almost always,Rarely,Almost always,Sometimes,Male,45 to 54,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",East North Central,5,5,2,5,5,1,5,2,30,626,737,0.524928774928775,10,7,6,7,17,13,Data Literate
6499879672,Usually,Almost always,Sometimes,Usually,Usually,Almost always,Sometimes,Usually,Male,25 to 34,American Indian or Alaskan Native,Graduated from high school,High school or less,"$0-$24,999","Not employed, looking for work",Not employed,Middle Atlantic,4,5,2,4,4,5,2,4,30,626,737,0.524928774928775,9,6,9,6,12,18,Data Literate
6499732724,Usually,Almost always,Sometimes,Almost always,Usually,Usually,Almost always,Rarely,Male,35 to 44,White,Some college,Some college,"$50,000-$74,999","Employed, working full-time",Administrative professional,South Atlantic,4,5,2,5,4,4,5,1,30,626,737,0.524928774928775,9,7,8,6,15,15,Data Literate
6498892147,Almost always,Almost always,Sometimes,Almost always,Almost always,Sometimes,Sometimes,Usually,Male,55 to 64,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time",Contract / freelance,Middle Atlantic,5,5,2,5,5,2,2,4,30,626,737,0.524928774928775,10,7,7,6,14,16,Data Literate
6498886662,Sometimes,Almost always,Rarely,Sometimes,Almost always,Almost always,Almost always,Almost always,Male,25 to 34,White,Some college,Some college,"$50,000-$74,999","Employed, working full-time",Administrative professional,New England,2,5,1,2,5,5,5,5,30,626,737,0.524928774928775,7,3,10,10,13,17,Data Literate
6498830825,Usually,Usually,Sometimes,Almost always,Almost always,Almost always,Usually,Rarely,Male,45 to 54,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",Middle Atlantic,4,4,2,5,5,5,4,1,30,626,737,0.524928774928775,8,7,10,5,15,15,Data Literate
6498828112,Almost always,Almost always,Usually,Almost always,Usually,Almost always,Almost never,Sometimes,Male,35 to 44,Some other race (please specify),Graduated from college,College-graduate,"$75,000-$99,999","Not employed, NOT looking for work",Other (please specify),South Atlantic,5,5,4,5,4,5,0,2,30,626,737,0.524928774928775,10,9,9,2,13,17,Data Literate
6498818777,Usually,Usually,Usually,Almost always,Almost always,Usually,Usually,Almost never,Male,55 to 64,White,Some graduate school,Post-graduate,"$25,000-$49,999",Retired,Not employed,South Atlantic,4,4,4,5,5,4,4,0,30,626,737,0.524928774928775,8,9,9,4,17,13,Data Literate
6498739243,Sometimes,Almost always,Usually,Usually,Usually,Sometimes,Almost always,Usually,Male,55 to 64,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working part-time","Licensed professional (MD, CPA, teacher)",East North Central,2,5,4,4,4,2,5,4,30,626,737,0.524928774928775,7,8,6,9,15,15,Data Literate
6498713349,Almost always,Usually,Usually,Sometimes,Almost always,Almost always,Usually,Rarely,Male,25 to 34,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time",Logistics / transportation,Mountain,5,4,4,2,5,5,4,1,30,626,737,0.524928774928775,9,6,10,5,18,12,Data Literate
6498686110,Usually,Almost always,Rarely,Almost always,Almost always,Sometimes,Usually,Usually,Male,45 to 54,Black or African-American,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Owner / executive / management,West South Central,4,5,1,5,5,2,4,4,30,626,737,0.524928774928775,9,6,7,8,14,16,Data Literate
6498652650,Almost always,Almost always,Rarely,Rarely,Usually,Usually,Almost always,Almost always,Male,55 to 64,White,Some graduate school,Post-graduate,"$75,000-$99,999",Retired,Not employed,South Atlantic,5,5,1,1,4,4,5,5,30,626,737,0.524928774928775,10,2,8,10,15,15,Data Literate
6498637988,Almost always,Almost always,Sometimes,Usually,Almost always,Almost always,Sometimes,Sometimes,Male,45 to 54,White,Graduate degree,Post-graduate,"$75,000-$99,999","Employed, working full-time",Administrative professional,East North Central,5,5,2,4,5,5,2,2,30,626,737,0.524928774928775,10,6,10,4,14,16,Data Literate
6498628220,Almost always,Usually,Usually,Almost always,Almost always,Sometimes,Usually,Rarely,Male,45 to 54,Multiple races,Some graduate school,Post-graduate,"$75,000-$99,999","Employed, working full-time",Owner / executive / management,Pacific,5,4,4,5,5,2,4,1,30,626,737,0.524928774928775,9,9,7,5,18,12,Data Literate
6498628158,Almost always,Almost always,Rarely,Rarely,Almost always,Almost always,Usually,Usually,Male,65 to 74,White,Graduated from college,College-graduate,"$100,000-$149,999",Retired,Other (please specify),Pacific,5,5,1,1,5,5,4,4,30,626,737,0.524928774928775,10,2,10,8,15,15,Data Literate
6498625921,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost never,Almost never,Female,65 to 74,White,Graduated from college,College-graduate,"$150,000 and up",Retired,Not employed,Pacific,5,5,5,5,5,5,0,0,30,626,737,0.524928774928775,10,10,10,0,15,15,Data Literate
6498623442,Almost always,Almost always,Usually,Almost always,Rarely,Rarely,Usually,Almost always,Female,45 to 54,Black or African-American,Some high school,High school or less,"$0-$24,999","Employed, working full-time",Other (please specify),South Atlantic,5,5,4,5,1,1,4,5,30,626,737,0.524928774928775,10,9,2,9,14,16,Data Literate
6498582762,Almost always,Usually,Almost never,Almost always,Almost always,Almost always,Usually,Sometimes,Male,55 to 64,White,Some college,Some college,"$25,000-$49,999","Disabled, not able to work",Not employed,West South Central,5,4,0,5,5,5,4,2,30,626,737,0.524928774928775,9,5,10,6,14,16,Data Literate
6498579376,Usually,Usually,Sometimes,Usually,Almost always,Almost always,Usually,Sometimes,Male,25 to 34,White,Graduate degree,Post-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",South Atlantic,4,4,2,4,5,5,4,2,30,626,737,0.524928774928775,8,6,10,6,15,15,Data Literate
6498573582,Usually,Almost always,Usually,Almost always,Almost always,Almost always,Almost never,Sometimes,Male,65 to 74,White,Graduate degree,Post-graduate,"$50,000-$74,999","Employed, working part-time",Other (please specify),South Atlantic,4,5,4,5,5,5,0,2,30,626,737,0.524928774928775,9,9,10,2,13,17,Data Literate
6498560035,Rarely,Almost always,Sometimes,Almost always,Almost always,Usually,Usually,Usually,Female,55 to 64,White,Graduate degree,Post-graduate,"$150,000 and up",Retired,Not employed,West South Central,1,5,2,5,5,4,4,4,30,626,737,0.524928774928775,6,7,9,8,12,18,Data Literate
6498543934,Usually,Sometimes,Sometimes,Almost always,Almost always,Almost always,Almost always,Sometimes,Female,45 to 54,White,Some college,Some college,"$75,000-$99,999","Employed, working full-time",Sales / service,East South Central,4,2,2,5,5,5,5,2,30,626,737,0.524928774928775,6,7,10,7,16,14,Data Literate
6498528640,Almost always,Almost always,Rarely,Almost always,Almost always,Sometimes,Almost always,Sometimes,Female,45 to 54,Some other race (please specify),Some college,Some college,"$0-$24,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",West North Central,5,5,1,5,5,2,5,2,30,626,737,0.524928774928775,10,6,7,7,16,14,Data Literate
6498472623,Almost always,Almost always,Rarely,Almost always,Almost always,Almost always,Usually,Almost never,Female,45 to 54,Black or African-American,Some college,Some college,"$0-$24,999","Disabled, not able to work",Not employed,East South Central,5,5,1,5,5,5,4,0,30,626,737,0.524928774928775,10,6,10,4,15,15,Data Literate
6498472255,Usually,Almost always,Usually,Sometimes,Usually,Almost always,Sometimes,Usually,Female,65 to 74,White,Some graduate school,Post-graduate,"$150,000 and up",Retired,Not employed,Pacific,4,5,4,2,4,5,2,4,30,626,737,0.524928774928775,9,6,9,6,14,16,Data Literate
6498469126,Almost always,Usually,Usually,Almost always,Usually,Usually,Usually,Almost never,Female,45 to 54,White,Some college,Some college,"$25,000-$49,999","Employed, working part-time",Administrative professional,Pacific,5,4,4,5,4,4,4,0,30,626,737,0.524928774928775,9,9,8,4,17,13,Data Literate
6498458180,Almost always,Almost always,Sometimes,Almost always,Almost always,Sometimes,Usually,Sometimes,Female,55 to 64,White,Graduated from high school,High school or less,"$0-$24,999","Employed, working full-time",Other (please specify),South Atlantic,5,5,2,5,5,2,4,2,30,626,737,0.524928774928775,10,7,7,6,16,14,Data Literate
6498454840,Usually,Almost always,Almost always,Usually,Almost always,Usually,Sometimes,Rarely,Female,45 to 54,White,Graduate degree,Post-graduate,"$0-$24,999","Employed, working part-time",Other (please specify),East North Central,4,5,5,4,5,4,2,1,30,626,737,0.524928774928775,9,9,9,3,16,14,Data Literate
6498442442,Almost always,Almost always,Usually,Almost always,Usually,Sometimes,Usually,Rarely,Female,45 to 54,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time",Contract / freelance,West North Central,5,5,4,5,4,2,4,1,30,626,737,0.524928774928775,10,9,6,5,17,13,Data Literate
6498438827,Usually,Almost always,Usually,Usually,Usually,Almost always,Sometimes,Sometimes,Female,55 to 64,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working full-time","Licensed professional (MD, CPA, teacher)",West South Central,4,5,4,4,4,5,2,2,30,626,737,0.524928774928775,9,8,9,4,14,16,Data Literate
6498414124,Almost always,Almost always,Almost always,Usually,Almost always,Usually,Sometimes,Almost never,Female,65 to 74,White,Graduated from college,College-graduate,"$50,000-$74,999",Retired,"Licensed professional (MD, CPA, teacher)",South Atlantic,5,5,5,4,5,4,2,0,30,626,737,0.524928774928775,10,9,9,2,17,13,Data Literate
6498411607,Usually,Usually,Usually,Almost always,Usually,Almost always,Sometimes,Sometimes,Female,35 to 44,White,Graduate degree,Post-graduate,"$100,000-$149,999","Employed, working full-time",Owner / executive / management,Middle Atlantic,4,4,4,5,4,5,2,2,30,626,737,0.524928774928775,8,9,9,4,14,16,Data Literate
6498400766,Sometimes,Almost always,Usually,Almost always,Usually,Usually,Sometimes,Usually,Female,25 to 34,White,Graduated from college,College-graduate,"$25,000-$49,999",Student,Arts / performer,East North Central,2,5,4,5,4,4,2,4,30,626,737,0.524928774928775,7,9,8,6,12,18,Data Literate
6498385991,Almost always,Almost always,Rarely,Almost always,Almost always,Almost always,Usually,Almost never,Female,45 to 54,White,Some college,Some college,"$150,000 and up","Employed, working full-time",Owner / executive / management,South Atlantic,5,5,1,5,5,5,4,0,30,626,737,0.524928774928775,10,6,10,4,15,15,Data Literate
6498385095,Almost always,Almost always,Rarely,Usually,Almost always,Almost always,Usually,Rarely,Female,35 to 44,White,Graduated from high school,High school or less,"$150,000 and up","Not employed, NOT looking for work",Not employed,West South Central,5,5,1,4,5,5,4,1,30,626,737,0.524928774928775,10,5,10,5,15,15,Data Literate
6498371584,Usually,Almost always,Almost always,Usually,Almost always,Usually,Rarely,Sometimes,Female,25 to 34,White,Some graduate school,Post-graduate,"$0-$24,999",Student,Sales / service,East North Central,4,5,5,4,5,4,1,2,30,626,737,0.524928774928775,9,9,9,3,15,15,Data Literate
6498359187,Almost always,Almost always,Sometimes,Almost always,Almost always,Sometimes,Almost always,Rarely,Female,35 to 44,White,Graduated from college,College-graduate,"$75,000-$99,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",East South Central,5,5,2,5,5,2,5,1,30,626,737,0.524928774928775,10,7,7,6,17,13,Data Literate
6498338854,Almost always,Almost always,Almost always,Almost always,Almost always,Rarely,Usually,Almost never,Female,18 to 24,Multiple races,Some college,Some college,"$25,000-$49,999",Student,Other (please specify),East North Central,5,5,5,5,5,1,4,0,30,626,737,0.524928774928775,10,10,6,4,19,11,Data Literate
6498311923,Almost always,Almost always,Sometimes,Usually,Almost always,Usually,Usually,Rarely,Female,45 to 54,White,Some high school,High school or less,"$0-$24,999","Disabled, not able to work",Not employed,Middle Atlantic,5,5,2,4,5,4,4,1,30,626,737,0.524928774928775,10,6,9,5,16,14,Data Literate
6498310471,Usually,Almost always,Usually,Almost always,Usually,Sometimes,Sometimes,Usually,Female,25 to 34,White,Some college,Some college,"$25,000-$49,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",West South Central,4,5,4,5,4,2,2,4,30,626,737,0.524928774928775,9,9,6,6,14,16,Data Literate
6498296904,Usually,Almost always,Almost never,Almost always,Sometimes,Almost always,Usually,Almost always,Female,25 to 34,White,Some high school,High school or less,"$0-$24,999","Employed, working part-time",Sales / service,South Atlantic,4,5,0,5,2,5,4,5,30,626,737,0.524928774928775,9,5,7,9,10,20,Data Literate
6498281572,Almost always,Usually,Sometimes,Usually,Almost always,Usually,Almost always,Rarely,Male,25 to 34,White,Graduate degree,Post-graduate,"$50,000-$74,999","Employed, working full-time","Licensed professional (MD, CPA, teacher)",,5,4,2,4,5,4,5,1,30,626,737,0.524928774928775,9,6,9,6,17,13,Data Literate
6498272279,Almost always,Usually,Sometimes,Almost always,Almost always,Almost always,Usually,Almost never,Male,45 to 54,Multiple races,Graduate degree,Post-graduate,"$150,000 and up",Retired,Other (please specify),East South Central,5,4,2,5,5,5,4,0,30,626,737,0.524928774928775,9,7,10,4,16,14,Data Literate
6498271101,Usually,Almost always,Almost never,Almost always,Almost always,Almost always,Usually,Sometimes,Male,35 to 44,American Indian or Alaskan Native,Some college,Some college,"$0-$24,999","Employed, working full-time","Technical / skilled trade (IT, electrician, plumber)",New England,4,5,0,5,5,5,4,2,30,626,737,0.524928774928775,9,5,10,6,13,17,Data Literate
6498239101,Almost always,Almost always,Almost always,Usually,Almost always,Almost never,Sometimes,Usually,Female,65 to 74,White,Graduated from college,College-graduate,"$50,000-$74,999","Employed, working full-time",Sales / service,East North Central,5,5,5,4,5,0,2,4,30,626,737,0.524928774928775,10,9,5,6,17,13,Data Literate
6498183017,Rarely,Almost always,Almost always,Almost always,Almost always,Almost always,Sometimes,Sometimes,Female,65 to 74,White,Graduate degree,Post-graduate,"$50,000-$74,999","Employed, working part-time","Licensed professional (MD, CPA, teacher)",South Atlantic,1,5,5,5,5,5,2,2,30,626,737,0.524928774928775,6,10,10,4,13,17,Data Literate
6498181731,Almost always,Usually,Sometimes,Almost always,Almost always,Sometimes,Almost always,Sometimes,Female,45 to 54,Some other race (please specify),Some college,Some college,"$50,000-$74,999","Employed, working full-time",Other (please specify),Pacific,5,4,2,5,5,2,5,2,30,626,737,0.524928774928775,9,7,7,7,17,13,Data Literate
6498180060,Usually,Almost always,Usually,Almost always,Almost always,Almost always,Rarely,Rarely,Female,25 to 34,White,Graduated from college,College-graduate,"$0-$24,999","Employed, working part-time",Arts / performer,Middle Atlantic,4,5,4,5,5,5,1,1,30,626,737,0.524928774928775,9,9,10,2,14,16,Data Literate
6498176256,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost never,Almost never,Female,55 to 64,White,Graduated from high school,High school or less,"$75,000-$99,999","Disabled, not able to work",Not employed,East North Central,5,5,5,5,5,5,0,0,30,626,737,0.524928774928775,10,10,10,0,15,15,Data Literate
6498152873,Almost always,Almost always,Rarely,Almost always,Almost always,Almost always,Sometimes,Sometimes,Female,65 to 74,White,Graduated from college,College-graduate,"$0-$24,999",Retired,Other (please specify),East North Central,5,5,1,5,5,5,2,2,30,626,737,0.524928774928775,10,6,10,4,13,17,Data Literate
6498143444,Almost always,Usually,Sometimes,Almost always,Usually,Usually,Almost always,Rarely,Male,55 to 64,White,Graduated from college,College-graduate,"$150,000 and up","Employed, working full-time",Sales / service,East North Central,5,4,2,5,4,4,5,1,30,626,737,0.524928774928775,9,7,8,6,16,14,Data Literate
6498102826,Rarely,Usually,Sometimes,Almost always,Usually,Almost always,Usually,Almost always,Female,45 to 54,White,Graduated from high school,High school or less,"$25,000-$49,999","Employed, working full-time",Owner / executive / management,East South Central,1,4,2,5,4,5,4,5,30,626,737,0.524928774928775,5,7,9,9,11,19,Data Literate
6498092838,Usually,Usually,Sometimes,Usually,Usually,Almost always,Almost always,Sometimes,Female,45 to 54,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working part-time","Licensed professional (MD, CPA, teacher)",Middle Atlantic,4,4,2,4,4,5,5,2,30,626,737,0.524928774928775,8,6,9,7,15,15,Data Literate
6498069886,Almost always,Sometimes,Almost always,Sometimes,Almost always,Sometimes,Almost always,Usually,Female,55 to 64,White,Some college,Some college,"$0-$24,999","Employed, working part-time",Contract / freelance,Pacific,5,2,5,2,5,2,5,4,30,626,737,0.524928774928775,7,7,7,9,20,10,Data Literate
6498056041,Almost always,Usually,Usually,Almost always,Sometimes,Usually,Usually,Sometimes,Male,55 to 64,White,Graduated from high school,High school or less,"$0-$24,999","Disabled, not able to work",Logistics / transportation,East North Central,5,4,4,5,2,4,4,2,30,626,737,0.524928774928775,9,9,6,6,15,15,Data Literate
6498050470,Almost always,Almost always,Usually,Almost always,Sometimes,Usually,Usually,Rarely,Female,25 to 34,White,Graduated from college,College-graduate,"$25,000-$49,999","Employed, working full-time",Sales / service,Pacific,5,5,4,5,2,4,4,1,30,626,737,0.524928774928775,10,9,6,5,15,15,Data Literate
6498031424,Usually,Almost always,Sometimes,Almost always,Usually,Usually,Sometimes,Usually,Male,45 to 54,White,Graduate degree,Post-graduate,"$150,000 and up","Employed, working full-time",Administrative professional,Middle Atlantic,4,5,2,5,4,4,2,4,30,626,737,0.524928774928775,9,7,8,6,12,18,Data Literate
6497966089,Usually,Almost always,Almost never,Usually,Almost always,Usually,Usually,Usually,Male,65 to 74,White,Some college,Some college,"$25,000-$49,999",Retired,Not employed,Mountain,4,5,0,4,5,4,4,4,30,626,737,0.524928774928775,9,4,9,8,13,17,Data Literate
